roll_no,name,gender,city,department,semester,study_hours_per_day,sleep_hours,attendance_pct,prev_gpa,assignment_score,quiz_avg,lab_score,participation_score,stress_level,internet_hours,part_time_job,family_support,commute_hours,health_score,extracurricular,final_score,grade,final_gpa,outcome
STU-2369,Ahmed Ahmed,Male,Quetta,EE,4,5.4,9.6,75.9,3.29,79.7,93.0,76.5,6.8,5.0,3.6,0,9.7,2.0,5.6,1,75.2,B+,3.5,Pass
STU-2370,Nadia Hussain,Female,Karachi,BBA,8,7.3,9.4,73.7,3.54,73.8,70.6,94.8,5.3,1.9,4.3,0,7.8,2.0,9.2,0,60.6,C,2.0,At-Risk
STU-2371,Tariq Ali,Female,Lahore,Med,1,5.0,5.8,91.3,3.2,56.2,56.7,72.2,6.2,6.2,1.8,0,8.4,1.6,7.5,1,34.1,F,0.0,Fail
STU-2372,Omar Khan,Female,Karachi,Med,8,8.2,8.5,78.8,2.86,93.5,97.3,91.7,5.8,2.3,2.0,0,9.4,1.5,8.3,1,100.0,A+,4.0,Pass
STU-2373,Kamran Hussain,Female,Lahore,Mech,3,7.6,9.1,89.3,3.1,48.6,66.7,90.2,3.7,2.3,2.7,0,5.0,1.3,8.3,0,56.9,D,1.0,At-Risk
STU-2374,Hina Hussain,Male,Karachi,CS,6,1.9,7.5,84.2,3.01,76.9,40.5,89.9,5.9,5.3,2.4,0,6.1,1.5,7.9,0,3.2,F,0.0,Fail
STU-2375,Usman Sheikh,Male,Karachi,EE,1,6.7,9.5,78.1,3.01,84.5,71.3,87.3,3.9,5.3,4.7,0,6.9,1.7,8.8,0,63.7,C,2.0,At-Risk
STU-2376,Zara Hussain,Male,Lahore,BBA,6,6.8,8.7,91.5,2.22,78.4,86.5,69.1,3.1,6.5,2.7,0,6.6,3.5,7.5,1,50.4,D,1.0,At-Risk
STU-2377,Tariq Malik,Female,Quetta,Med,2,9.4,7.4,83.5,2.1,84.2,70.2,97.9,4.5,7.1,2.2,0,6.6,1.4,4.4,0,53.2,D,1.0,At-Risk
STU-2378,Sara Ali,Male,Quetta,Civil,1,4.2,9.3,73.3,2.36,71.7,71.3,65.5,3.9,6.5,5.4,0,7.8,2.2,5.9,0,0.0,F,0.0,Fail
STU-2379,Omar Khan,Female,Lahore,Mech,1,4.9,8.5,95.8,3.16,92.1,81.3,64.3,2.8,5.5,2.8,1,6.5,2.0,6.5,0,42.3,F,0.0,Fail
STU-2380,Nadia Hassan,Female,Islamabad,Civil,5,9.8,7.5,94.0,2.58,69.7,72.7,81.9,7.2,6.1,4.1,0,5.7,1.3,6.8,1,62.5,C,2.0,At-Risk
STU-2381,Nadia Ali,Male,Lahore,Mech,6,6.3,8.5,94.3,3.61,78.0,72.9,69.0,6.7,2.5,1.7,0,8.0,0.1,8.4,0,85.7,A+,4.0,Pass
STU-2382,Ahmed Sheikh,Male,Karachi,Civil,3,8.3,8.4,83.1,3.1,71.7,74.6,80.0,4.8,3.2,9.2,0,6.0,0.9,7.9,0,46.3,F,0.0,Fail
STU-2383,Kamran Iqbal,Male,Karachi,BBA,4,9.3,8.6,92.6,2.86,92.6,61.1,76.3,8.2,3.0,1.7,0,9.7,0.7,4.0,1,87.3,A+,4.0,Pass
STU-2384,Amna Khan,Male,Quetta,Med,3,4.8,9.4,95.3,2.18,84.5,81.9,50.3,2.9,2.2,4.0,1,5.7,1.3,8.2,1,23.3,F,0.0,Fail
STU-2385,Omar Ahmed,Male,Karachi,EE,1,6.4,8.2,82.3,3.56,98.9,87.4,62.1,6.5,4.7,7.0,0,7.8,0.5,7.5,1,74.4,B,3.0,Pass
STU-2386,Ayesha Iqbal,Male,Islamabad,Mech,7,7.9,8.4,88.3,3.69,70.7,63.3,63.6,6.3,3.2,4.9,0,8.0,1.4,6.4,1,74.2,B,3.0,Pass
STU-2387,Omar Butt,Male,Karachi,BBA,5,6.8,8.3,87.9,2.97,66.2,76.3,94.4,6.3,2.5,4.8,1,5.3,2.6,8.1,0,52.7,D,1.0,At-Risk
STU-2388,Amna Iqbal,Female,Quetta,BBA,5,8.2,8.0,85.6,3.75,94.3,77.0,99.6,2.7,2.7,3.2,1,5.7,0.9,6.4,1,87.1,A+,4.0,Pass
STU-2389,Fatima Malik,Male,Peshawar,Med,3,6.6,8.3,82.6,3.26,87.3,88.8,96.5,5.4,2.1,3.3,0,7.4,1.3,5.5,1,84.8,A,4.0,Pass
STU-2390,Hassan Sheikh,Female,Peshawar,CS,2,8.9,8.8,63.9,3.9,69.2,90.5,89.9,6.2,3.8,3.5,0,8.2,0.1,5.6,1,91.7,A+,4.0,Pass
STU-2391,Ahmed Khan,Male,Islamabad,Mech,5,7.1,6.1,94.5,2.01,83.5,63.1,61.1,5.1,3.3,5.8,0,5.6,0.8,7.5,1,47.3,F,0.0,Fail
STU-2392,Omar Khan,Female,Islamabad,CS,1,6.0,8.8,85.3,3.76,55.6,62.8,87.5,7.9,2.0,5.2,0,5.9,0.2,7.1,0,70.3,B,3.0,Pass
STU-2393,Ahmed Chaudhry,Male,Karachi,EE,5,5.3,7.4,91.9,3.06,85.1,78.6,67.3,7.4,2.5,3.3,0,6.6,2.0,5.3,1,44.9,F,0.0,Fail
STU-2394,Imran Butt,Male,Karachi,CS,3,5.7,9.5,80.9,3.52,74.4,81.8,90.8,5.9,4.7,4.9,0,7.0,2.0,8.2,1,65.8,C+,2.5,At-Risk
STU-2395,Bilal Ali,Female,Karachi,Med,3,6.3,9.7,72.7,3.51,87.5,69.3,86.5,3.7,5.2,7.0,0,6.7,0.5,7.1,0,36.6,F,0.0,Fail
STU-2396,Kamran Ahmed,Male,Multan,BBA,7,6.1,9.4,65.1,3.09,88.2,63.5,80.0,3.9,3.9,3.4,0,5.2,1.1,8.1,0,42.4,F,0.0,Fail
STU-2397,Maria Chaudhry,Male,Lahore,CS,5,7.3,9.1,81.7,3.48,62.1,63.7,88.7,4.8,4.9,4.7,0,7.4,1.5,6.3,0,46.7,F,0.0,Fail
STU-2398,Rabia Butt,Female,Peshawar,Med,3,6.3,6.7,94.2,3.31,79.5,86.2,76.9,8.5,2.3,3.7,0,7.1,2.3,8.4,0,74.2,B,3.0,Pass
STU-2399,Rabia Iqbal,Female,Multan,BBA,4,6.5,7.8,91.3,2.86,93.0,85.3,79.1,7.6,3.1,3.6,0,6.0,1.5,6.8,0,61.5,C,2.0,At-Risk
STU-2400,Usman Malik,Male,Karachi,Mech,6,4.9,7.0,91.4,3.5,63.6,66.0,90.2,7.9,3.0,2.8,0,6.9,1.1,5.1,1,52.9,D,1.0,At-Risk
STU-2401,Hassan Ahmed,Female,Islamabad,EE,1,7.0,6.7,82.8,3.01,74.6,73.9,85.6,6.5,3.3,3.0,0,6.7,2.0,4.7,1,57.8,D,1.0,At-Risk
STU-2402,Maria Chaudhry,Male,Karachi,BBA,4,8.7,9.8,74.4,3.34,75.8,91.6,91.0,3.5,2.6,4.1,1,7.2,2.9,8.2,0,77.0,B+,3.5,Pass
STU-2403,Tariq Iqbal,Female,Karachi,EE,2,6.8,8.8,81.8,3.69,90.2,75.8,84.9,3.4,4.3,6.0,0,7.6,1.3,5.2,1,64.9,C,2.0,At-Risk
STU-2404,Ahmed Ahmed,Male,Lahore,Mech,5,7.8,6.6,86.6,3.9,89.8,66.0,83.3,7.6,6.4,1.2,0,7.1,1.9,6.2,0,81.2,A,4.0,Pass
STU-2405,Usman Chaudhry,Female,Lahore,EE,6,6.1,6.9,87.3,3.04,85.5,72.5,69.4,4.6,1.5,4.6,0,6.1,1.6,7.0,0,67.5,C+,2.5,At-Risk
STU-2406,Faisal Ahmed,Female,Lahore,BBA,1,7.7,8.5,86.6,2.51,94.7,95.5,91.6,3.6,3.5,2.2,1,8.9,2.7,6.1,1,59.3,D,1.0,At-Risk
STU-2407,Hassan Chaudhry,Male,Lahore,EE,6,5.3,8.8,76.8,3.14,92.3,86.0,86.9,8.0,3.2,2.8,0,6.8,1.8,8.2,0,58.6,D,1.0,At-Risk
STU-2408,Imran Khan,Male,Karachi,Mech,6,6.1,9.5,90.5,3.72,68.5,68.0,70.6,7.9,3.0,3.9,0,8.2,0.5,7.7,0,81.6,A,4.0,Pass
STU-2409,Ayesha Ali,Female,Islamabad,Med,7,1.7,7.5,85.3,2.21,88.1,68.5,77.8,4.1,1.9,2.4,1,4.2,0.8,2.8,0,0.0,F,0.0,Fail
STU-2410,Maria Sheikh,Male,Multan,CS,3,4.6,8.7,66.8,2.6,77.4,67.8,82.3,8.1,3.4,3.6,1,7.8,0.8,6.2,0,38.9,F,0.0,Fail
STU-2411,Ahmed Ali,Male,Lahore,Mech,5,8.0,8.9,86.8,2.63,90.8,91.6,71.9,4.8,1.6,2.2,0,6.3,1.5,6.3,0,76.1,B+,3.5,Pass
STU-2412,Ali Ahmed,Female,Lahore,Mech,1,9.5,7.1,82.7,3.81,79.9,69.8,80.8,3.9,5.3,1.8,1,6.1,1.8,5.2,1,68.9,C+,2.5,At-Risk
STU-2413,Sara Sheikh,Male,Lahore,Med,3,2.1,8.4,91.9,3.05,73.1,71.2,86.7,6.3,4.1,1.7,0,5.3,0.2,3.9,0,19.6,F,0.0,Fail
STU-2414,Hassan Malik,Male,Karachi,Med,5,7.1,7.7,62.1,3.2,87.7,68.9,72.6,5.2,3.5,1.9,1,5.7,1.4,6.8,1,54.5,D,1.0,At-Risk
STU-2415,Faisal Ali,Male,Islamabad,Med,4,5.3,8.9,75.9,1.91,75.1,46.5,84.6,8.8,2.4,3.3,1,5.4,0.5,8.4,0,29.3,F,0.0,Fail
STU-2416,Amna Ali,Female,Karachi,CS,8,8.0,9.4,97.6,2.62,68.0,65.2,62.8,8.5,1.3,5.1,0,7.1,2.5,8.2,1,61.3,C,2.0,At-Risk
STU-2417,Bilal Iqbal,Male,Islamabad,Civil,5,7.2,7.2,67.7,3.81,87.4,88.8,77.3,8.5,3.5,2.0,1,5.5,1.1,6.7,0,66.6,C+,2.5,At-Risk
STU-2418,Amna Butt,Female,Quetta,CS,7,4.8,9.5,78.6,3.1,86.1,61.0,73.9,2.1,5.7,2.1,0,8.7,0.3,6.1,0,37.9,F,0.0,Fail
STU-2419,Ahmed Butt,Female,Karachi,Mech,5,4.9,6.5,93.6,2.8,89.3,71.8,72.3,3.0,6.6,2.2,1,3.6,0.8,7.8,1,24.8,F,0.0,Fail
STU-2420,Fatima Ahmed,Female,Karachi,BBA,7,6.3,9.7,81.7,3.25,97.7,55.3,80.9,5.9,4.1,3.4,0,8.5,0.9,8.4,1,75.5,B+,3.5,Pass
STU-2421,Ahmed Sheikh,Male,Quetta,BBA,8,4.1,7.6,86.8,3.0,69.4,97.5,86.3,5.6,7.8,1.6,0,6.1,2.5,7.8,1,15.5,F,0.0,Fail
STU-2422,Ayesha Khan,Male,Karachi,CS,1,2.4,7.7,91.9,3.23,83.9,83.0,76.7,8.6,7.3,2.7,0,6.2,1.6,5.2,1,26.3,F,0.0,Fail
STU-2423,Rabia Hussain,Female,Islamabad,Mech,2,8.5,8.1,88.1,2.76,92.5,80.5,90.4,3.3,2.0,4.4,0,8.2,1.7,8.5,1,69.3,C+,2.5,At-Risk
STU-2424,Maria Butt,Female,Karachi,Mech,5,8.9,9.2,87.8,2.96,65.8,63.0,80.5,4.8,3.6,6.7,0,8.2,0.6,7.0,0,73.5,B,3.0,Pass
STU-2425,Zara Khan,Male,Multan,Mech,1,4.4,9.0,81.1,2.87,74.3,59.1,90.6,3.8,3.4,4.0,0,9.3,1.5,8.4,1,46.6,F,0.0,Fail
STU-2426,Amna Malik,Male,Islamabad,Med,4,7.5,7.3,94.7,3.86,74.4,77.5,77.4,6.2,4.1,4.1,0,5.3,1.8,5.4,1,73.4,B,3.0,Pass
STU-2427,Amna Butt,Male,Multan,Mech,4,8.6,8.0,93.9,3.5,84.0,55.0,69.2,5.9,2.5,4.3,1,8.6,1.3,7.2,1,74.0,B,3.0,Pass
STU-2428,Kamran Ali,Male,Karachi,CS,2,4.9,9.0,75.5,1.15,68.0,82.7,83.6,8.2,5.0,7.0,0,7.0,1.6,3.9,1,4.8,F,0.0,Fail
STU-2429,Nadia Chaudhry,Female,Peshawar,Civil,2,4.9,8.6,92.3,3.71,79.7,68.1,66.5,7.5,3.4,4.3,1,5.9,1.8,8.9,1,64.1,C,2.0,At-Risk
STU-2430,Imran Iqbal,Male,Lahore,EE,6,7.6,8.3,92.5,3.02,88.6,89.8,92.7,3.5,5.7,6.0,1,7.1,0.8,6.2,1,62.1,C,2.0,At-Risk
STU-2431,Bilal Hassan,Male,Karachi,Med,7,1.3,7.7,87.0,2.51,80.4,73.1,92.0,4.1,4.0,3.3,0,9.3,1.3,9.7,1,11.2,F,0.0,Fail
STU-2432,Hassan Ahmed,Male,Lahore,Med,7,9.5,6.3,86.4,2.43,92.4,53.3,78.3,3.3,3.5,2.1,1,3.6,3.2,4.5,0,48.9,F,0.0,Fail
STU-2433,Sara Chaudhry,Male,Lahore,Civil,4,2.3,8.2,88.8,3.05,76.5,73.0,83.4,8.6,5.6,6.4,0,6.2,1.1,8.7,1,31.2,F,0.0,Fail
STU-2434,Maria Malik,Male,Lahore,CS,4,6.8,6.5,92.3,3.51,67.9,80.2,72.2,4.5,3.4,4.2,0,9.3,2.3,7.0,1,60.4,C,2.0,At-Risk
STU-2435,Amna Sheikh,Male,Lahore,CS,7,9.5,8.8,85.9,3.01,83.1,65.7,93.3,6.1,4.9,7.2,1,8.3,0.6,8.0,0,84.4,A,4.0,Pass
STU-2436,Zara Iqbal,Male,Karachi,Mech,5,7.4,7.1,91.1,2.58,88.7,73.3,71.9,4.3,3.4,2.3,1,8.2,1.7,5.4,1,53.8,D,1.0,At-Risk
STU-2437,Hina Ahmed,Female,Karachi,EE,5,6.4,9.1,83.7,2.51,64.7,72.9,79.1,5.2,7.3,3.2,0,7.4,0.9,8.7,1,22.6,F,0.0,Fail
STU-2438,Zara Ahmed,Female,Karachi,Civil,6,6.1,6.4,72.1,2.07,83.2,90.5,90.6,4.6,2.7,1.5,0,6.7,2.1,8.1,1,36.6,F,0.0,Fail
STU-2439,Ali Ahmed,Male,Islamabad,BBA,6,3.9,9.6,77.0,3.37,92.0,80.1,65.0,5.5,1.4,4.0,1,7.6,1.0,7.8,1,43.4,F,0.0,Fail
STU-2440,Fatima Hussain,Male,Lahore,Med,5,8.5,9.3,68.0,2.49,76.3,70.6,91.1,5.7,4.7,6.1,0,8.3,2.5,7.5,0,39.7,F,0.0,Fail
STU-2441,Usman Hassan,Male,Lahore,CS,3,7.5,8.3,88.3,2.01,70.5,45.2,67.7,6.5,3.9,3.2,0,6.3,2.7,6.9,0,38.1,F,0.0,Fail
STU-2442,Faisal Khan,Male,Lahore,Med,8,9.4,6.2,74.4,2.6,97.5,76.6,69.6,5.7,2.7,3.8,1,6.9,2.0,4.8,0,49.4,F,0.0,Fail
STU-2443,Hassan Khan,Female,Karachi,EE,4,4.0,8.6,82.7,2.16,87.8,80.6,88.9,4.7,5.8,4.4,0,6.6,0.6,4.4,0,19.7,F,0.0,Fail
STU-2444,Sana Ali,Female,Multan,BBA,1,7.1,6.9,74.0,3.4,84.1,82.9,64.5,7.0,3.8,7.3,0,7.2,2.6,8.8,1,34.1,F,0.0,Fail
STU-2445,Zara Hassan,Male,Lahore,CS,8,7.5,8.5,91.0,2.33,73.4,80.4,95.7,8.2,3.9,6.3,1,5.1,1.1,6.2,1,52.2,D,1.0,At-Risk
STU-2446,Ali Ali,Female,Islamabad,Civil,4,6.9,7.4,90.0,2.58,78.2,70.1,65.7,4.5,4.0,1.6,1,8.0,2.2,8.8,1,44.8,F,0.0,Fail
STU-2447,Rabia Ali,Male,Lahore,Med,7,4.7,8.8,79.4,3.48,87.6,98.3,73.6,3.9,3.0,2.3,1,4.0,2.2,7.7,0,49.5,F,0.0,Fail
STU-2448,Hina Butt,Male,Quetta,Mech,3,8.6,7.1,92.2,2.94,93.7,62.7,97.7,6.8,1.5,1.6,1,9.4,1.0,6.7,1,99.3,A+,4.0,Pass
STU-2449,Sara Malik,Female,Lahore,Mech,2,5.1,6.2,77.1,2.5,68.1,51.0,95.1,2.8,2.5,5.5,0,8.4,0.8,8.2,0,15.4,F,0.0,Fail
STU-2450,Fatima Malik,Female,Quetta,Mech,7,5.3,7.2,77.1,3.09,90.0,67.8,96.0,5.1,5.1,2.3,0,7.1,1.3,6.8,0,52.4,D,1.0,At-Risk
STU-2451,Kamran Ahmed,Female,Lahore,CS,6,7.7,7.8,75.8,2.56,85.3,86.6,87.8,2.8,3.4,2.4,0,8.6,0.9,7.9,1,53.9,D,1.0,At-Risk
STU-2452,Faisal Chaudhry,Male,Karachi,Med,5,7.0,7.8,83.8,3.53,98.5,61.9,79.8,6.7,2.8,4.7,1,7.1,1.2,7.7,1,71.3,B,3.0,Pass
STU-2453,Usman Hassan,Male,Karachi,Civil,6,7.7,8.2,87.6,2.84,78.2,87.1,91.9,7.6,4.3,5.1,0,6.6,0.3,6.8,1,82.6,A,4.0,Pass
STU-2454,Omar Chaudhry,Male,Lahore,Civil,1,6.8,9.1,85.3,2.67,83.9,50.7,78.2,5.0,3.4,5.5,0,9.1,1.5,8.4,1,51.9,D,1.0,At-Risk
STU-2455,Rabia Sheikh,Female,Lahore,BBA,5,2.8,8.0,90.1,2.62,82.2,61.6,66.0,6.4,4.4,7.6,0,4.4,1.1,6.9,1,2.9,F,0.0,Fail
STU-2456,Rabia Malik,Female,Peshawar,CS,7,4.8,8.1,90.3,3.47,81.4,84.6,92.3,6.6,6.9,5.1,0,5.0,0.8,7.6,1,46.4,F,0.0,Fail
STU-2457,Fatima Chaudhry,Male,Islamabad,Mech,1,4.3,8.6,93.9,2.92,90.7,75.1,80.2,4.1,3.1,2.4,0,7.5,0.8,7.9,0,61.0,C,2.0,At-Risk
STU-2458,Sana Hassan,Female,Lahore,BBA,7,8.9,7.9,90.7,2.47,66.3,93.2,82.0,7.8,2.9,7.1,0,3.4,0.4,6.1,0,69.4,C+,2.5,At-Risk
STU-2459,Fatima Chaudhry,Male,Multan,BBA,3,1.9,6.5,93.6,2.96,58.2,66.6,92.9,4.1,4.0,4.2,1,7.3,0.7,6.1,0,5.5,F,0.0,Fail
STU-2460,Bilal Hussain,Male,Peshawar,Civil,7,7.2,5.9,87.9,2.1,82.2,78.7,80.2,6.0,2.8,7.9,0,8.6,1.7,8.4,1,51.6,D,1.0,At-Risk
STU-2461,Ali Sheikh,Male,Peshawar,Mech,6,2.5,8.0,77.8,3.0,66.6,70.3,76.1,6.2,3.7,4.3,1,9.1,1.0,6.4,1,17.3,F,0.0,Fail
STU-2462,Sana Ali,Female,Karachi,EE,1,5.0,7.6,88.4,3.58,86.1,49.0,72.1,6.1,2.1,2.6,0,8.7,1.2,6.5,1,52.7,D,1.0,At-Risk
STU-2463,Usman Chaudhry,Male,Karachi,CS,2,4.0,8.9,84.2,3.13,80.2,99.7,91.2,6.4,3.2,4.1,1,9.5,1.2,8.8,0,49.8,F,0.0,Fail
STU-2464,Kamran Hussain,Female,Lahore,Civil,8,7.4,7.5,91.3,2.61,88.0,65.4,88.7,7.4,2.6,6.7,1,7.3,1.0,9.5,0,63.8,C,2.0,At-Risk
STU-2465,Omar Sheikh,Female,Peshawar,EE,3,6.3,9.1,95.8,3.59,75.2,67.1,79.5,3.5,2.2,4.9,0,3.6,0.8,7.5,0,70.8,B,3.0,Pass
STU-2466,Usman Malik,Female,Multan,BBA,4,8.8,8.1,91.9,3.82,86.7,40.4,72.7,6.2,3.6,6.7,0,8.4,0.8,6.9,1,89.2,A+,4.0,Pass
STU-2467,Ayesha Khan,Male,Multan,CS,3,5.3,9.8,90.2,3.45,69.2,96.9,75.4,4.3,5.1,2.4,0,5.6,1.7,8.5,0,54.7,D,1.0,At-Risk
STU-2468,Sara Butt,Male,Islamabad,Mech,4,6.2,6.2,74.0,3.04,67.1,60.4,89.4,6.2,7.3,7.2,0,9.6,1.2,6.4,0,28.8,F,0.0,Fail
STU-2469,Nadia Butt,Male,Karachi,Civil,5,4.7,8.0,75.8,3.66,71.7,65.9,78.9,6.1,5.6,3.1,0,8.5,0.5,7.5,0,54.3,D,1.0,At-Risk
STU-2470,Rabia Ali,Female,Peshawar,Med,1,9.2,7.6,77.3,2.75,96.5,63.2,72.8,6.4,5.4,7.0,0,9.2,0.8,5.7,0,56.2,D,1.0,At-Risk
STU-2471,Ayesha Khan,Male,Peshawar,Mech,7,8.0,8.4,77.1,3.28,55.5,68.7,82.1,5.5,4.4,5.2,1,7.0,1.6,5.1,0,61.6,C,2.0,At-Risk
STU-2472,Ayesha Malik,Male,Karachi,Med,3,8.9,7.8,96.5,2.92,73.2,83.6,90.4,6.9,3.3,6.9,0,5.2,2.0,7.9,0,87.4,A+,4.0,Pass
STU-2473,Amna Iqbal,Female,Karachi,Med,8,5.8,9.7,93.5,3.83,95.0,69.3,82.0,6.8,3.8,4.9,1,7.7,2.5,8.2,1,62.2,C,2.0,At-Risk
STU-2474,Ahmed Chaudhry,Female,Quetta,Mech,5,6.8,8.8,79.7,3.3,86.5,60.6,91.8,4.5,4.7,3.5,0,7.1,1.3,7.9,0,54.7,D,1.0,At-Risk
STU-2475,Sara Khan,Male,Quetta,BBA,6,9.0,8.5,92.3,2.99,91.9,87.0,81.4,8.1,3.2,1.8,0,6.8,1.7,5.4,1,94.2,A+,4.0,Pass
STU-2476,Ali Khan,Female,Islamabad,Mech,6,9.6,6.8,89.3,2.62,86.3,87.9,88.2,5.8,4.4,3.4,1,9.4,2.5,6.5,0,80.1,A,4.0,Pass
STU-2477,Kamran Ahmed,Female,Islamabad,BBA,8,8.0,6.1,80.3,3.81,96.4,82.5,60.4,5.9,4.3,6.5,1,6.2,1.6,8.4,0,56.4,D,1.0,At-Risk
STU-2478,Omar Hassan,Female,Multan,Civil,1,9.9,8.7,87.6,3.3,78.1,70.2,76.0,6.1,4.9,6.9,0,8.5,1.2,8.8,0,100.0,A+,4.0,Pass
STU-2479,Imran Malik,Male,Islamabad,Med,3,8.4,9.8,81.3,3.22,78.2,83.6,75.7,2.1,4.7,4.6,0,5.9,0.6,6.1,1,71.6,B,3.0,Pass
STU-2480,Sana Ahmed,Female,Karachi,Mech,6,5.5,8.8,85.0,3.22,73.1,61.4,71.9,5.4,2.4,5.9,0,8.1,2.1,6.8,0,36.7,F,0.0,Fail
STU-2481,Tariq Malik,Male,Islamabad,CS,2,5.6,8.5,96.0,3.51,70.4,41.6,89.6,3.5,3.4,3.7,1,8.4,3.4,7.6,0,37.3,F,0.0,Fail
STU-2482,Hina Hussain,Male,Quetta,Civil,7,4.2,7.6,64.4,2.82,77.8,62.2,84.0,6.4,4.6,3.5,0,7.9,1.3,8.0,0,27.2,F,0.0,Fail
STU-2483,Ayesha Hussain,Female,Multan,EE,2,6.6,8.0,95.9,3.17,85.9,62.1,79.2,6.1,2.7,4.6,0,8.9,2.2,4.8,0,74.1,B,3.0,Pass
STU-2484,Ali Malik,Male,Peshawar,Med,1,6.4,8.2,81.7,3.61,69.9,63.3,74.8,6.9,3.6,2.4,1,6.2,0.3,6.3,1,45.3,F,0.0,Fail
STU-2485,Rabia Chaudhry,Female,Peshawar,Mech,4,6.4,8.0,88.0,2.04,86.8,53.2,73.1,3.9,4.3,4.7,1,4.3,2.1,7.6,0,37.7,F,0.0,Fail
STU-2486,Rabia Chaudhry,Male,Islamabad,CS,2,6.5,8.1,91.8,2.43,87.4,82.2,85.7,4.7,1.8,4.4,0,8.3,1.3,8.7,1,51.3,D,1.0,At-Risk
STU-2487,Sara Khan,Female,Karachi,CS,4,6.8,7.8,83.8,3.45,74.7,74.9,85.2,5.6,2.6,4.6,0,7.1,1.1,9.0,0,57.5,D,1.0,At-Risk
STU-2488,Ahmed Hassan,Female,Lahore,Mech,2,6.9,6.9,84.9,2.93,84.0,66.2,70.9,6.0,6.2,1.8,1,6.0,1.2,5.2,0,46.9,F,0.0,Fail
STU-2489,Sara Chaudhry,Female,Quetta,BBA,3,4.8,6.4,87.1,2.96,65.3,58.7,76.1,6.3,4.4,3.8,1,7.2,1.5,6.8,0,21.6,F,0.0,Fail
STU-2490,Hassan Ahmed,Female,Quetta,EE,8,8.3,7.9,85.9,2.49,87.6,77.4,68.7,8.1,2.0,5.3,0,8.6,1.0,7.1,0,75.9,B+,3.5,Pass
STU-2491,Fatima Malik,Female,Multan,BBA,7,3.1,7.9,88.3,3.24,94.7,62.1,83.4,5.8,6.2,1.6,0,8.2,1.6,8.0,0,36.9,F,0.0,Fail
STU-2492,Ayesha Hussain,Male,Karachi,BBA,4,9.6,7.8,86.8,2.71,74.4,70.0,86.8,4.8,3.7,4.9,1,6.4,3.1,6.3,1,50.2,D,1.0,At-Risk
STU-2493,Ali Malik,Female,Quetta,Mech,6,6.9,9.4,72.2,3.23,75.8,70.6,77.7,5.8,7.1,2.8,0,4.5,2.0,8.5,1,41.4,F,0.0,Fail
STU-2494,Hina Ahmed,Female,Karachi,Civil,8,5.0,9.2,86.8,3.8,72.4,61.5,83.4,7.1,3.2,2.6,0,6.8,1.2,8.9,1,69.9,C+,2.5,At-Risk
STU-2495,Hassan Chaudhry,Female,Islamabad,BBA,6,5.2,9.0,93.7,3.77,89.2,78.7,90.1,8.1,4.2,3.6,0,8.7,1.1,6.8,1,76.6,B+,3.5,Pass
STU-2496,Fatima Malik,Female,Lahore,BBA,8,4.7,8.0,87.8,3.57,67.8,67.0,74.9,6.2,3.1,5.5,1,4.8,1.8,4.6,1,27.3,F,0.0,Fail
STU-2497,Sara Sheikh,Female,Multan,Med,8,7.4,8.8,66.5,2.99,86.9,78.6,65.0,7.9,1.6,4.7,0,9.1,1.8,8.4,0,76.4,B+,3.5,Pass
STU-2498,Imran Khan,Female,Karachi,Civil,7,6.1,8.1,86.1,3.05,63.4,84.8,84.4,5.3,5.1,5.7,1,7.1,1.0,6.7,1,42.0,F,0.0,Fail
STU-2499,Ayesha Hassan,Male,Lahore,Mech,3,7.4,8.9,71.3,1.86,93.3,43.2,69.0,3.5,6.9,5.6,1,8.4,1.5,8.9,1,17.4,F,0.0,Fail
STU-2500,Omar Ali,Male,Karachi,Med,3,3.4,8.9,90.9,3.26,73.4,84.3,96.2,5.9,3.6,1.8,1,8.6,2.3,6.5,1,36.7,F,0.0,Fail
STU-2501,Nadia Sheikh,Male,Karachi,Mech,6,7.7,7.8,78.8,2.52,75.0,65.3,77.7,6.0,2.8,4.4,1,7.6,0.9,8.6,0,68.1,C+,2.5,At-Risk
STU-2502,Imran Ali,Male,Karachi,BBA,7,8.6,7.3,88.7,3.63,73.2,75.8,94.5,3.9,4.7,6.8,0,4.9,2.5,6.0,1,74.7,B,3.0,Pass
STU-2503,Ahmed Hassan,Female,Peshawar,CS,5,8.4,8.1,78.8,2.79,91.9,90.8,91.9,6.8,2.7,2.4,0,9.5,1.5,8.9,1,83.1,A,4.0,Pass
STU-2504,Zara Chaudhry,Female,Karachi,Med,1,8.7,8.6,71.6,3.56,84.1,76.7,71.4,5.2,1.9,2.6,1,6.6,0.1,8.9,0,81.3,A,4.0,Pass
STU-2505,Hina Ahmed,Male,Lahore,Civil,2,4.8,8.9,76.6,3.34,80.0,77.6,71.5,3.7,3.0,6.4,0,9.5,1.7,9.4,1,42.3,F,0.0,Fail
STU-2506,Hassan Butt,Female,Peshawar,Civil,7,5.5,7.5,83.2,3.27,79.8,76.4,82.9,6.9,3.2,6.1,1,7.6,1.3,6.5,0,47.1,F,0.0,Fail
STU-2507,Fatima Ali,Male,Karachi,Civil,1,8.7,7.1,87.3,2.84,80.0,85.5,79.9,4.8,6.3,3.2,1,4.1,1.0,5.8,0,64.8,C,2.0,At-Risk
